Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Karthus,60,70,10,30,10,20,10,1
Malphite,60,40,10,70,10,50,20,1
Nautilus,20,20,20,70,20,70,30,2
Shen,10,10,30,70,20,70,40,1
Galio,20,60,20,60,10,60,30,2
Urgot,20,50,40,30,10,30,20,2
Rakan,10,30,10,10,50,60,90,1
Dr. Mundo,30,40,40,70,60,20,10,1
Ahri,70,60,10,10,40,20,60,4
Zac,10,10,10,50,60,40,60,1
Skarner,10,10,50,80,20,50,50,1
Sejuani,40,10,20,80,20,70,30,2
Udyr,10,10,60,60,30,50,55,1
Kassadin,70,30,10,30,10,20,60,3
Pyke,40,10,40,10,50,50,40,5
Alistar,20,20,10,90,30,60,40,1
Cho'Gath,50,20,20,60,40,40,10,2
Camille,40,20,60,40,20,60,50,3
Braum,10,20,10,70,10,90,30,1
Aphelios,20,50,90,30,50,70,10,9
Garen,40,10,60,70,40,20,20,1
Ekko,70,20,20,20,40,30,40,2
Karma,30,55,10,30,30,80,30,2
Bard,60,10,30,10,30,50,50,2
Ornn,30,20,30,80,10,70,40,2
Senna,20,70,70,20,40,60,10,6
Sett,30,10,50,60,10,70,30,2
Poppy,20,10,30,90,10,70,30,1
Master Yi,10,10,80,10,40,10,70,1
Irelia,50,10,65,40,10,60,60,9
Pantheon,50,40,50,60,10,30,30,4
Talon,80,20,30,10,10,10,80,4
Maokai,20,10,10,70,40,80,10,2
Volibear,40,10,40,40,50,50,40,2
Thresh,20,10,20,40,20,70,20,7
Tryndamere,30,10,90,10,60,20,60,1
Lee Sin,70,10,50,30,10,20,50,9
Xerath,30,90,10,25,10,30,10,5
Ashe,10,50,60,10,10,60,10,2
Zed,50,30,50,10,10,10,50,6
Sion,50,40,50,60,10,50,20,1
Xayah,60,20,80,30,10,50,20,5
Yuumi,10,40,10,10,70,60,80,2
Ryze,70,50,70,30,20,60,30,8
Graves,50,20,70,10,10,20,30,5
Diana,70,20,50,20,10,10,50,3
Nidalee,70,70,10,10,50,10,60,8
Hecarim,20,10,50,50,20,40,60,5
Quinn,60,20,50,10,10,30,60,4
Yasuo,40,10,80,20,10,50,70,9
Blitzcrank,30,10,10,50,10,30,20,2
Wukong,60,10,50,20,10,30,30,2
Nunu,50,10,10,70,70,50,40,1
Illaoi,50,60,40,60,50,20,10,1
Trundle,10,10,60,60,40,40,40,2
Warwick,10,10,40,50,70,50,50,1
Elise,70,10,40,10,40,30,20,4
Darius,30,10,60,40,50,20,10,2
Twitch,50,10,70,10,10,20,20,5
Singed,10,10,10,70,70,30,50,1
Ivern,10,20,20,20,10,80,20,3
Riven,50,10,70,15,10,60,80,6
Annie,70,40,10,20,10,30,10,1
Rammus,10,10,20,90,10,50,50,1
Vladimir,40,20,10,20,80,20,20,1
Caitlyn,40,50,90,10,10,30,20,5
Veigar,70,30,10,10,10,30,10,2
Aurelion Sol,40,30,60,20,10,60,30,9
Brand,50,70,10,10,10,20,10,1
Renekton,50,10,40,50,40,30,30,2
Syndra,70,60,10,10,10,20,10,2
Amumu,40,10,10,80,20,70,20,1
Leona,10,10,20,80,20,90,20,1
Tahm Kench,20,20,20,80,20,40,30,2
Katarina,70,40,20,10,20,10,70,5
Rek'Sai,30,20,50,20,40,20,50,3
Taric,10,10,20,50,40,80,10,3
Orianna,60,60,10,20,10,30,20,3
Miss Fortune,50,80,40,10,10,20,20,3
Anivia,40,60,10,20,10,50,10,2
Olaf,20,50,60,50,40,30,20,3
Evelynn,90,10,10,10,30,20,40,3
Varus,40,50,70,10,10,30,10,5
Jarvan IV,30,20,50,30,10,40,40,3
Zilean,50,70,10,10,10,60,30,3
Draven,60,10,90,10,10,10,20,7
Viktor,50,50,20,20,10,20,20,5
Zyra,60,60,10,10,10,50,10,2
Jinx,30,30,80,10,10,20,20,3
Ezreal,40,60,70,10,10,10,70,5
Kog'Maw,40,20,90,10,10,20,10,6
Vayne,50,10,70,10,10,20,50,6
Akali,80,20,50,10,20,10,70,8
Kled,10,10,60,60,10,40,30,1
Aatrox,30,20,50,20,50,40,30,3
Zoe,80,30,10,10,10,20,20,6
Malzahar,20,50,10,30,10,30,10,2
Lulu,10,40,10,20,30,70,20,3
LeBlanc,60,60,10,10,10,20,70,4
Janna,10,50,10,20,50,90,50,3
Fiora,20,10,50,20,30,20,40,3
Sona,30,70,10,10,60,40,30,2
Nocturne,40,20,50,20,10,30,30,1
Shaco,60,20,50,10,10,30,30,4
Kha'Zix,80,20,20,10,20,10,40,2
Qiyana,60,20,40,10,10,70,60,6
Nasus,20,20,40,70,50,30,20,1
Swain,40,50,50,30,60,30,20,3
Vel'Koz,70,70,10,10,10,30,10,7
Sylas,60,40,20,20,40,20,30,5
Soraka,10,40,10,10,90,30,20,2
Kai'Sa,70,20,70,10,10,10,40,5
Fizz,70,10,20,10,10,20,80,4
Cassiopeia,50,40,80,20,30,50,10,8
Gangplank,40,40,50,10,30,20,10,5
Mordekaiser,30,30,30,50,50,40,10,2
Morgana,50,50,10,20,30,80,20,5
Twisted Fate,10,50,20,10,10,50,10,6
Jax,30,10,70,40,10,50,20,2
Gnar,20,20,50,50,10,20,30,2
Neeko,60,60,60,10,10,50,30,4
Corki,40,50,60,10,10,20,40,5
Azir,50,20,50,20,10,20,40,7
Kalista,20,20,40,10,10,40,70,7
Kennen,40,30,40,10,10,30,40,3
Shyvana,70,30,70,50,20,10,20,3
Jhin,60,40,50,10,10,30,10,6
Nami,20,50,20,10,60,50,20,5
Sivir,20,40,70,10,10,20,30,5
Tristana,60,10,70,10,10,30,30,2
Kindred,50,10,60,10,30,20,50,6
Gragas,60,40,10,50,30,30,20,4
Fiddlesticks,30,50,10,10,50,60,20,1
Lucian,60,20,80,10,10,10,50,6
Jayce,60,60,60,10,10,20,20,6
Heimerdinger,60,40,60,10,10,20,10,6
Lux,30,60,10,10,20,40,10,4
Teemo,50,50,30,20,10,20,20,1
Rengar,80,10,50,10,30,40,40,6
Lissandra,30,60,10,20,20,60,30,3
Vi,20,10,50,30,10,60,50,2
Xin Zhao,20,10,70,30,50,20,20,2
Rumble,40,50,50,20,10,30,10,1
Taliyah,80,50,10,10,10,40,30,7
Ziggs,30,60,60,10,10,20,20,4
Yorick,20,40,50,50,20,30,10,2
Kayle,10,40,30,10,40,50,10,5
