Name,Burst,Poke,Basic Attacks,Tank,Sustain,Utility,Mobility,Difficulty
Ahri,70,60,10,10,40,20,60,40
Pyke,40,10,40,10,50,50,40,50
Nautilus,20,20,20,70,20,70,30,20
Renekton,50,10,40,50,40,30,30,20
Sett,30,10,50,60,10,70,30,20
Ivern,10,20,20,20,10,80,20,30
Ekko,70,20,20,20,40,30,40,20
Bard,60,10,30,10,30,50,50,20
Rakan,10,30,10,10,50,60,90,10
Neeko,60,60,60,10,10,50,30,40
Karthus,60,55,10,30,10,20,10,10
Aphelios,20,50,90,30,50,70,10,90
Sejuani,40,10,20,80,20,70,30,20
Cho'Gath,50,20,20,60,40,40,10,20
Maokai,20,10,10,70,40,80,10,20
Xayah,60,20,80,30,10,50,20,50
Senna,20,70,70,20,40,60,10,60
Shen,10,10,30,70,20,70,40,10
Thresh,20,10,20,40,20,70,20,70
Ornn,30,20,30,80,10,70,40,20
Poppy,20,10,30,90,10,70,30,10
Blitzcrank,30,10,10,50,10,30,20,20
Lulu,10,40,10,20,30,70,20,30
Nunu,50,10,10,70,70,50,40,10
Ezreal,40,60,70,10,10,10,70,50
Draven,60,10,90,10,10,10,20,70
Yasuo,40,10,80,20,10,50,70,90
Volibear,40,10,40,40,50,50,40,20
Kai'Sa,70,20,70,10,10,10,40,50
Jarvan IV,30,20,50,30,10,40,40,30
Qiyana,60,20,40,10,10,70,60,60
Camille,40,20,60,40,20,60,50,30
Pantheon,50,40,50,60,10,30,30,40
Akali,80,20,50,10,20,10,70,80
Kassadin,70,30,10,30,10,20,60,30
LeBlanc,60,60,10,10,10,20,70,40
Caitlyn,40,50,90,10,10,30,20,50
Riven,50,10,70,15,10,60,80,60
Galio,20,60,20,60,10,60,30,20
Karma,30,55,10,30,30,70,30,20
Garen,40,10,60,70,40,20,20,10
Twitch,50,10,70,10,10,20,20,50
Kog'Maw,40,20,90,10,10,20,10,60
Ryze,70,50,70,30,20,60,30,80
Aurelion Sol,40,30,60,20,10,60,30,90
Leona,10,10,20,80,20,90,20,10
Janna,10,50,10,20,50,80,50,30
Lucian,60,20,80,10,10,10,50,60
Zoe,80,50,10,10,10,20,20,60
Lillia,50,50,30,40,10,40,45,50
Yone,35,20,75,20,10,50,40,80
Wukong,60,10,50,20,10,30,30,20
Aatrox,30,20,50,20,50,40,30,30
Vayne,50,10,70,10,10,20,50,60
Irelia,50,10,65,40,10,60,60,90
Darius,30,10,60,40,50,20,10,20
Fizz,70,10,20,10,10,20,80,40
Jinx,30,30,80,10,10,20,20,30
Ashe,10,50,60,10,10,60,10,20
Diana,70,20,50,20,10,10,50,30
Warwick,10,10,40,50,70,50,50,10
Jhin,60,40,50,10,10,30,10,60
Miss Fortune,50,80,40,10,10,20,20,30
Zed,50,30,50,10,10,10,50,60
Braum,10,20,10,70,10,90,30,10
Zac,10,10,10,50,60,40,60,10
Cassiopeia,50,40,80,20,30,50,10,80
Sivir,20,40,70,10,10,20,30,50
Varus,40,50,70,10,10,30,10,50
Morgana,50,50,10,20,30,80,20,50
Quinn,60,20,50,10,10,30,60,40
Alistar,20,20,10,90,30,60,40,10
Talon,80,20,30,10,10,10,80,40
Fiora,20,10,50,20,30,20,40,30
Katarina,70,40,20,10,20,10,70,50
Vladimir,40,20,10,20,80,20,20,10
Lee Sin,70,10,50,30,10,20,50,90
Rammus,10,10,20,90,10,50,50,10
Kennen,40,30,40,10,10,30,40,30
Yuumi,10,40,10,10,70,60,80,20
Rengar,80,10,50,10,30,40,40,60
Heimerdinger,60,40,60,10,10,20,10,60
Swain,40,50,50,30,60,30,20,30
Malphite,60,40,10,70,10,50,20,10
Amumu,40,10,10,80,20,70,20,10
Nami,20,50,20,10,60,50,20,50
Singed,10,10,10,70,70,30,50,10
Mordekaiser,30,30,30,50,50,40,10,20
Soraka,10,40,10,10,90,30,20,20
Azir,50,20,50,20,10,20,40,70
Kalista,20,20,40,10,10,40,70,70
Rek'Sai,30,20,50,20,40,20,50,30
Udyr,10,10,60,60,30,50,55,10
Gangplank,40,40,50,10,30,20,10,50
Sion,50,40,50,60,10,50,20,10
Jayce,60,60,60,10,10,20,20,60
Syndra,70,60,10,10,10,20,10,20
Sylas,60,40,20,20,40,20,30,50
Evelynn,90,10,10,10,30,20,40,30
Kled,10,10,60,60,10,40,30,10
Nidalee,70,70,10,10,50,10,60,80
Zilean,50,70,10,10,10,60,30,30
Vi,20,10,50,30,10,60,50,20
Tahm Kench,20,20,20,80,20,40,30,20
Graves,50,20,70,10,10,20,30,50
Urgot,20,50,40,30,10,30,20,20
Gragas,60,40,10,50,30,30,20,40
Tristana,60,10,70,10,10,30,30,20
Dr. Mundo,30,40,40,70,60,20,10,10
Veigar,70,30,10,10,10,30,10,20
Sona,30,70,10,10,60,40,30,20
Jax,30,10,70,40,10,50,20,20
Orianna,60,60,10,20,10,30,20,30
Elise,70,10,40,10,40,30,20,40
Teemo,50,50,30,20,10,20,20,10
Gnar,20,20,50,50,10,20,30,20
Trundle,10,10,60,60,40,40,40,20
Nasus,20,20,40,70,50,30,20,10
Viktor,50,50,20,20,10,20,20,50
Hecarim,20,10,50,50,20,40,60,50
Fiddlesticks,30,50,10,10,50,60,20,10
Kayn,30,30,50,30,30,30,40,40
Ziggs,30,60,60,10,10,20,20,40
Olaf,20,50,60,50,40,30,20,30
Nocturne,40,20,50,20,10,30,30,10
Kha'Zix,80,20,20,10,20,10,40,20
Shyvana,70,30,70,50,20,10,20,30
Master Yi,10,10,80,10,40,10,70,10
Rumble,40,50,50,20,10,30,10,10
Vel'Koz,70,70,10,10,10,30,10,70
Anivia,40,60,10,20,10,50,10,20
Tryndamere,30,10,90,10,60,20,60,10
Annie,70,40,10,20,10,30,10,10
Corki,40,50,60,10,10,20,40,50
Taric,10,10,20,50,40,80,10,30
Taliyah,80,50,10,10,10,40,30,70
Lissandra,30,60,10,20,20,60,30,30
Skarner,10,10,50,80,20,50,50,10
Brand,50,70,10,10,10,20,10,10
Kayle,10,40,30,10,40,50,10,50
Lux,30,60,10,10,20,40,10,40
Xerath,30,90,10,25,10,30,10,50
Zyra,60,60,10,10,10,50,10,20
Yorick,20,40,50,50,20,30,10,20
Shaco,60,20,50,10,10,30,30,40
Twisted Fate,10,50,20,10,10,50,10,60
Malzahar,20,50,10,30,10,30,10,20
Kindred,50,10,60,10,30,20,50,60
Illaoi,50,60,40,60,50,20,10,10
Xin Zhao,20,10,70,30,50,20,20,20
